date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:03:43	290580/290580	---M--	200	added ('OK')	image/jpeg	etag:%2200a247b7d2f7e31f4d0c1bf902f5e18d%22	https://myfarmz.vercel.app/assets/images/main-slider/slide_v1_2.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/main-slider/slide_v1_2.jpg	(from https://myfarmz.vercel.app/)
09:03:44	362575/362575	---M--	200	added ('OK')	image/jpeg	etag:%2236ff0e11a148c761a73120d875fae4ad%22	https://myfarmz.vercel.app/assets/images/main-slider/slide_v1_3.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/main-slider/slide_v1_3.jpg	(from https://myfarmz.vercel.app/)
09:03:44	206101/206101	---M--	200	added ('OK')	image/jpeg	etag:%223bd560292555fc6f58ba1314525313bb%22	https://myfarmz.vercel.app/assets/images/about/about-1-img-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/about/about-1-img-1.jpg	(from https://myfarmz.vercel.app/)
09:03:44	71378/71378	---M--	200	added ('OK')	image/jpeg	etag:%22beb3d4cfa7b58a031c397b6227e674cf%22	https://myfarmz.vercel.app/assets/images/about/about-1-img-2.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/about/about-1-img-2.jpg	(from https://myfarmz.vercel.app/)
09:03:44	446/446	---M--	200	added ('OK')	image/png	etag:%228b9fbc1ab1c9883b69ae26ac6add2e80%22	https://myfarmz.vercel.app/assets/images/resources/leaf.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/leaf.png	(from https://myfarmz.vercel.app/)
09:03:44	194749/194749	---M--	200	added ('OK')	image/jpeg	etag:%22eec586cbd580258f49bf77f87c591085%22	https://myfarmz.vercel.app/assets/images/resources/video-bg-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/video-bg-1.jpg	(from https://myfarmz.vercel.app/)
09:03:45	140900/140900	---M--	200	added ('OK')	image/png	etag:%2266353b8fd392307f5f6e8c60175ed85b%22	https://myfarmz.vercel.app/assets/images/testimonials/testimonial-1-img-1.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/testimonials/testimonial-1-img-1.png	(from https://myfarmz.vercel.app/)
09:03:45	12731/12731	---M--	200	added ('OK')	image/png	etag:%222049642476fa6f000c0853c1517c3470%22	https://myfarmz.vercel.app/assets/images/testimonials/testimonial-1-img-2.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/testimonials/testimonial-1-img-2.png	(from https://myfarmz.vercel.app/)
09:03:45	97216/97216	---M--	200	added ('OK')	image/jpeg	etag:%221121aa0018b6c70adc275d090160869f%22	https://myfarmz.vercel.app/assets/images/project/recent-pro-img-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/project/recent-pro-img-1.jpg	(from https://myfarmz.vercel.app/)
09:03:45	98633/98633	---M--	200	added ('OK')	image/jpeg	etag:%224209ea796cbc98711fb5207235c4dfde%22	https://myfarmz.vercel.app/assets/images/project/recent-pro-img-2.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/project/recent-pro-img-2.jpg	(from https://myfarmz.vercel.app/)
09:03:46	94488/94488	---M--	200	added ('OK')	image/jpeg	etag:%228b560e0240652455ee4f10a888a8efcc%22	https://myfarmz.vercel.app/assets/images/project/recent-pro-img-3.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/project/recent-pro-img-3.jpg	(from https://myfarmz.vercel.app/)
09:03:46	184925/184925	---M--	200	added ('OK')	image/png	etag:%2212dfed91ae996d9f77bb9e833407f7c4%22	https://myfarmz.vercel.app/assets/images/resources/benifits_bg.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/benifits_bg.png	(from https://myfarmz.vercel.app/)
09:03:46	168453/168453	---M--	200	added ('OK')	image/jpeg	etag:%22189e42c97ed20ea52dc4ad4a4b5dc942%22	https://myfarmz.vercel.app/assets/images/resources/product-1-img-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/product-1-img-1.jpg	(from https://myfarmz.vercel.app/)
09:03:46	456857/456857	---M--	200	added ('OK')	image/jpeg	etag:%2228bcafc45f2204cbb86b12e380e1ded7%22	https://myfarmz.vercel.app/assets/images/resources/cta_one_bg-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/cta_one_bg-1.jpg	(from https://myfarmz.vercel.app/)
09:03:46	43829/43829	---M--	200	added ('OK')	image/png	etag:%223505e25501e3a9cb8065f5725598031e%22	https://myfarmz.vercel.app/assets/images/resources/site-footer-farm.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/site-footer-farm.png	(from https://myfarmz.vercel.app/)
09:03:47	3367/3367	---M--	200	added ('OK')	image/jpeg	etag:%2223933134061de6fede6b2608ffb9b30a%22	https://myfarmz.vercel.app/assets/images/resources/footer-1-img-1.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/footer-1-img-1.jpg	(from https://myfarmz.vercel.app/)
09:03:47	30110/30110	---MCZ	200	added ('OK')	text/html	etag:W/%2276ef3e20a74b2aafe297cb7494a801b0%22	https://myfarmz.vercel.app/blog.html	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/blog.html	(from https://myfarmz.vercel.app/)
09:03:48	3134/3134	---M--	200	added ('OK')	image/jpeg	etag:%22aef167638fb35ad8b80cfb80905574e5%22	https://myfarmz.vercel.app/assets/images/resources/footer-1-img-2.jpg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/resources/footer-1-img-2.jpg	(from https://myfarmz.vercel.app/)
09:03:48	212/212	---M--	200	added ('OK')	image/png	etag:%2271605fb69fa576c8568dfa300d1b22ed%22	https://myfarmz.vercel.app/assets/images/shapes/close-1-1.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/images/shapes/close-1-1.png	(from https://myfarmz.vercel.app/)
09:03:48	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Wed,%2009%20Nov%202022%2003:33:47%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/hellowrld/translate.google.com/translate_a/element.33a0d8.delayed	(from https://myfarmz.vercel.app/)
09:03:49	76854/76854	---MC-	200	added ('OK')	text/javascript	date:Wed,%2009%20Nov%202022%2003:33:48%20GMT	https://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/hellowrld/translate.google.com/translate_a/elementa0d8.js	(from https://myfarmz.vercel.app/)
09:03:49	116759/116759	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c45189877f01e33e94f2bb7eea3ce7d0%22	https://myfarmz.vercel.app/assets/js/jquery.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.min.js	(from https://myfarmz.vercel.app/)
09:03:49	78635/78635	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a454220fc07088bf1fdd19313b6bfd50%22	https://myfarmz.vercel.app/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/bootstrap.bundle.min.js	(from https://myfarmz.vercel.app/)
09:03:49	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f416f9031fef25ae25ba9756e3eb6978%22	https://myfarmz.vercel.app/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/owl.carousel.min.js	(from https://myfarmz.vercel.app/)
09:03:49	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dfe0eedf8da578f4a4c43b05448c51d9%22	https://myfarmz.vercel.app/assets/js/waypoints.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/waypoints.min.js	(from https://myfarmz.vercel.app/)
09:03:49	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ef36cca760bf1cd76cfcd0e4dc10cef1%22	https://myfarmz.vercel.app/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.counterup.min.js	(from https://myfarmz.vercel.app/)
09:03:50	115897/115897	---MCZ	200	added ('OK')	application/javascript	etag:W/%227ae6465dae50c862dc55a547caa86a66%22	https://myfarmz.vercel.app/assets/js/TweenMax.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/TweenMax.min.js	(from https://myfarmz.vercel.app/)
09:03:50	6299/6299	---MCZ	200	added ('OK')	application/javascript	etag:W/%22105fb3799fcf14f1ea8fcff23f2686dc%22	https://myfarmz.vercel.app/assets/js/wow.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/wow.js	(from https://myfarmz.vercel.app/)
09:03:50	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ba6cf724c8bb1cf5b084e79ff230626e%22	https://myfarmz.vercel.app/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.magnific-popup.min.js	(from https://myfarmz.vercel.app/)
09:03:50	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%2236d1b0e5a3a7397b267e704beb2f7272%22	https://myfarmz.vercel.app/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.ajaxchimp.min.js	(from https://myfarmz.vercel.app/)
09:03:51	127934/127934	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253fc0155c6c3cb55f34b749325ebb370%22	https://myfarmz.vercel.app/assets/js/swiper.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/swiper.min.js	(from https://myfarmz.vercel.app/)
09:03:51	11749/11749	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b05496a9ad4dc2858fd889abed3d1e1a%22	https://myfarmz.vercel.app/assets/js/typed-2.0.11.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/typed-2.0.11.js	(from https://myfarmz.vercel.app/)
09:03:51	10383/10383	---MCZ	200	added ('OK')	application/javascript	etag:W/%221be4d8a62755de12acba09a24388bd36%22	https://myfarmz.vercel.app/assets/js/vegas.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/vegas.min.js	(from https://myfarmz.vercel.app/)
09:03:51	21090/21090	---MCZ	200	added ('OK')	application/javascript	etag:W/%223b00d60f87e893caf2649eff0d48813a%22	https://myfarmz.vercel.app/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.validate.min.js	(from https://myfarmz.vercel.app/)
09:03:51	47698/47698	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ddcd1276039142c01afadc01bba56e54%22	https://myfarmz.vercel.app/assets/js/bootstrap-select.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/bootstrap-select.min.js	(from https://myfarmz.vercel.app/)
09:03:52	6126/6126	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c46ca3853942610a6892158edd2684%22	https://myfarmz.vercel.app/assets/js/countdown.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/countdown.min.js	(from https://myfarmz.vercel.app/)
09:03:52	45479/45479	---MCZ	200	added ('OK')	application/javascript	etag:W/%2242a368e95b4a38989c8984c672d29ec0%22	https://myfarmz.vercel.app/assets/js/jquery.mCustomScrollbar.concat.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/jquery.mCustomScrollbar.concat.min.js	(from https://myfarmz.vercel.app/)
09:03:52	33693/33693	---MCZ	200	added ('OK')	application/javascript	etag:W/%2237807363a13de55c2184eb0777ff8b13%22	https://myfarmz.vercel.app/assets/js/bootstrap-datepicker.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/bootstrap-datepicker.min.js	(from https://myfarmz.vercel.app/)
09:03:52	23882/23882	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d96e0c81c38b9d902d9e44dad502f26%22	https://myfarmz.vercel.app/assets/js/nouislider.min.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/nouislider.min.js	(from https://myfarmz.vercel.app/)
09:03:52	37772/37772	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cedfc3cc73a712bf69fb86ce2f4c6281%22	https://myfarmz.vercel.app/assets/js/isotope.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/isotope.js	(from https://myfarmz.vercel.app/)
09:03:53	4228/4228	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cbbd68c06c9cdb2481b7050f6e64375e%22	https://myfarmz.vercel.app/assets/js/appear.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/appear.js	(from https://myfarmz.vercel.app/)
09:03:53	31616/31616	---MCZ	200	added ('OK')	application/javascript	etag:W/%227a6bdef8b9061b2ca063700539a8500b%22	https://myfarmz.vercel.app/assets/js/theme.js	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/js/theme.js	(from https://myfarmz.vercel.app/)
09:03:54	3620/3620	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Nov%202022%2003:33:53%20GMT	https://myfarmz.vercel.app/assets/css/owl.video.play.png	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/css/owl.video.play.png	(from https://myfarmz.vercel.app/assets/css/owl.carousel.min.css)
09:03:55	131930/131930	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22088a34f78f530102fd9661173b4a4f26%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400.eot	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:56	131930/131930	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22088a34f78f530102fd9661173b4a4f26%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400-1.eot	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400-1.eot	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:56	75936/75936	---M--	200	added ('OK')	font/woff2	etag:%22822d94f19fe57477865209e1242a3c63%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400.woff2	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:57	89100/89100	---M--	200	added ('OK')	font/woff	etag:%22f4920c94c0861c537f72ba36590f6362%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400.woff	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:58	131624/131624	---MCZ	200	added ('OK')	font/ttf	etag:W/%22273dc9bf9778fd37fa61357645d46a28%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400.ttf	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:59	708706/708706	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d72293118cda50ec50c39957d9d836d0%22	https://myfarmz.vercel.app/assets/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-brands-400.svg	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:03:59	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223ac49cb33f43a6471f21ab3df40d1b1e%22	https://myfarmz.vercel.app/assets/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-regular-400.eot	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:04:00	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%223ac49cb33f43a6471f21ab3df40d1b1e%22	https://myfarmz.vercel.app/assets/fonts/fa-regular-400-1.eot	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-regular-400-1.eot	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
09:04:01	13576/13576	---M--	200	added ('OK')	font/woff2	etag:%229efb86976bd53e159166c12365f61e25%22	https://myfarmz.vercel.app/assets/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/hellowrld/myfarmz.vercel.app/assets/fonts/fa-regular-400.woff2	(from https://myfarmz.vercel.app/assets/css/fontawesome-all.min.css)
